,song name,album,artist,featured,release_date,length(ms),popularity,acousticness,danceability,energy,liveness,tempo,valence
430,Newsflash!,Zephyr,NIKI,['NIKI'],2018-05-23,204426,52,0.086,0.734,0.373,0.0913,79.998,0.481
431,COMING HOME (feat. NIKI),"LET’S JUST SAY THE WORLD ENDED A WEEK FROM NOW, WHAT WOULD YOU DO?",HONNE,"['HONNE', 'NIKI']",2021-10-22,210019,58,0.17,0.826,0.329,0.0927,106.935,0.558
432,Plot Twist,MOONCHILD,NIKI,['NIKI'],2020-09-09,207213,54,0.648,0.801,0.488,0.0902,96.987,0.357
433,Shouldn't Couldn't Wouldn't,Head In The Clouds II,88rising,"['88rising', 'NIKI', 'Rich Brian']",2019-10-11,195052,52,0.41,0.454,0.379,0.0837,169.055,0.275
434,Spell,Zephyr,NIKI,['NIKI'],2018-05-23,226813,49,0.267,0.736,0.359,0.109,132.011,0.414
435,move!,wanna take this downtown?,NIKI,['NIKI'],2019-05-17,156176,49,0.523,0.829,0.49,0.0861,126.922,0.801
436,Switchblade,MOONCHILD,NIKI,['NIKI'],2020-09-10,204299,46,0.346,0.694,0.69,0.0397,97.027,0.304
437,Strange Land,Head In The Clouds II,88rising,"['88rising', 'NIKI', 'Phum Viphurit']",2019-10-11,175733,53,0.903,0.65,0.265,0.115,75.002,0.156
438,Warpaint,Head In The Clouds,88rising,"['88rising', 'NIKI']",2018-07-20,213787,46,0.082,0.68,0.658,0.109,128.921,0.278
439,Swan Song,Shang-Chi and The Legend of The Ten Rings: The Album,88rising,"['Saweetie', 'NIKI']",2021-09-03,167586,50,0.0378,0.714,0.587,0.167,151.898,0.542
440,Drive On,MOONCHILD,NIKI,['NIKI'],2020-09-10,217693,44,0.384,0.681,0.413,0.0978,114.994,0.226
441,Hallway Weather,Hallway Weather,NIKI,['NIKI'],2020-12-15,233673,46,0.455,0.507,0.359,0.0904,139.561,0.165
442,Selene,Selene,NIKI,['NIKI'],2020-07-16,197454,47,0.156,0.798,0.504,0.0825,110.022,0.548
443,Always Rising,Shang-Chi and The Legend of The Ten Rings: The Album,88rising,"['NIKI', 'Rich Brian', 'Warren Hue']",2021-09-03,184080,50,0.28,0.376,0.694,0.102,75.625,0.0399
444,If There's Nothing Left...,MOONCHILD,NIKI,['NIKI'],2020-09-10,210440,43,0.456,0.499,0.396,0.0946,80.025,0.287
445,I Want In,Head In The Clouds,88rising,"['88rising', 'AUGUST 08', 'NIKI']",2018-07-20,150295,41,0.42,0.493,0.69,0.126,76.85,0.478
446,No More (feat. NIKI),Five Stars,Higher Brothers,"['Higher Brothers', 'NIKI']",2019-02-22,229859,38,0.436,0.75,0.651,0.0776,142.118,0.61
447,Clocked Out!,Shang-Chi and The Legend of The Ten Rings: The Album,88rising,"['AUDREY NUNA', 'NIKI']",2021-09-03,190080,44,0.0351,0.743,0.72,0.287,127.983,0.117
448,Forever (feat. NIKI),Chameleon,End of the World,"['End of the World', 'NIKI']",2020-11-27,176186,34,0.258,0.582,0.762,0.364,81.009,0.372
449,Poolside Manor,Head In The Clouds,88rising,"['88rising', 'AUGUST 08', 'NIKI']",2018-07-20,170527,39,0.417,0.588,0.541,0.107,77.478,0.0816
450,I Love You 3000,I Love You 3000,Stephanie Poetri,['Stephanie Poetri'],2019-06-03,209734,68,0.911,0.648,0.382,0.393,90.099,0.408
451,I Love You 3000 II,Head In The Clouds II,88rising,"['88rising', 'Stephanie Poetri', 'Jackson Wang']",2019-10-11,209642,63,0.853,0.435,0.338,0.412,179.727,0.354
452,Bad Haircut (feat. JVKE),oh to be in love,Stephanie Poetri,"['Stephanie Poetri', 'JVKE']",2022-03-18,222167,53,0.85,0.629,0.43,0.117,76.983,0.451
453,Do You Love Me,Do You Love Me,Stephanie Poetri,['Stephanie Poetri'],2020-02-14,144383,48,0.691,0.691,0.572,0.168,102.018,0.697
454,Breakfast in Bed,Breakfast in Bed,Stephanie Poetri,"['Stephanie Poetri', 'gnash']",2022-10-28,163642,47,0.851,0.768,0.501,0.17,120.129,0.828
455,Picture Myself,Picture Myself,Stephanie Poetri,['Stephanie Poetri'],2022-01-13,211337,41,0.948,0.674,0.343,0.124,146.019,0.292
456,Bimbang,Bimbang,Goodbye Felicia,"['Goodbye Felicia', 'Stephanie Poetri']",2015-12-15,203533,43,0.125,0.455,0.619,0.101,86.396,0.47
457,Selfish,Selfish,Stephanie Poetri,['Stephanie Poetri'],2020-12-01,146727,40,0.352,0.622,0.529,0.165,82.324,0.683
458,Honeymoon,oh to be in love,Stephanie Poetri,['Stephanie Poetri'],2022-03-18,189791,34,0.367,0.694,0.575,0.123,116.958,0.31
459,3PM,AM:PM,Stephanie Poetri,['Stephanie Poetri'],2021-03-12,196256,32,0.69,0.698,0.44,0.134,80.067,0.586
460,Touch,Do You Love Me,Stephanie Poetri,['Stephanie Poetri'],2020-02-14,174005,34,0.506,0.839,0.342,0.101,92.455,0.715
461,Straight To You,Straight To You,Stephanie Poetri,['Stephanie Poetri'],2020-04-24,165141,34,0.149,0.66,0.642,0.0747,90.014,0.401
462,Please Don't Die Before I Do,oh to be in love,Stephanie Poetri,['Stephanie Poetri'],2022-03-18,128466,28,0.787,0.42,0.216,0.0798,81.613,0.437
463,IRL,IRL,Stephanie Poetri,['Stephanie Poetri'],2021-02-11,198709,29,0.436,0.661,0.661,0.0896,93.043,0.548
464,Matamu - Acoustic,AM:PM (Acoustic),Stephanie Poetri,['Stephanie Poetri'],2021-09-28,225440,29,0.776,0.627,0.373,0.147,114.908,0.558
465,How We Used To,How We Used To,Stephanie Poetri,['Stephanie Poetri'],2021-01-14,169655,29,0.741,0.721,0.49,0.108,75.005,0.502
466,Little Lifetimes,oh to be in love,Stephanie Poetri,['Stephanie Poetri'],2022-03-18,158769,28,0.759,0.352,0.35,0.113,91.525,0.376
467,Appreciate - English Version,Appreciate (English Version),Stephanie Poetri,['Stephanie Poetri'],2019-04-19,235627,30,0.174,0.664,0.831,0.123,119.991,0.388
468,Daydreaming,AM:PM,Stephanie Poetri,['Stephanie Poetri'],2021-03-12,170181,23,0.823,0.758,0.584,0.18,109.949,0.631
469,Paranoia,AM:PM,Stephanie Poetri,['Stephanie Poetri'],2021-03-12,176080,24,0.348,0.614,0.42,0.212,150.054,0.336
