,song name,album,artist,popularity,featured,release_date,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,playlist
236,Killing Me,Killing Me,CHUNG HA,62,CHUNG HA,2021-11-29,3QD0Y1tTngihByjdWC99lG,0.722,0.851,10,-2.589,1,0.264,0,0.0661,0.763,122.012,164053,4,This Is CHUNG HA
237,BAD GIRL (Prod. Czaer),Street Woman Fighter(SWF) Special,Various Artists,42,CHUNG HA,2021-10-27,4yCQYX8eKL1XYJmGglSV1A,0.725,0.729,8,-4.257,0,0.0829,0,0.107,0.829,92.0,194053,4,This Is CHUNG HA
238,Someday,"One the Woman (Original Television Soundtrack, Pt. 3)",CHUNG HA,28,CHUNG HA,2021-10-15,2Hd9y1sae4yhYBVvqYOIqx,0.614,0.482,8,-5.885,1,0.0327,0,0.111,0.27,131.995,202040,4,This Is CHUNG HA
239,Bicycle,Querencia,CHUNG HA,59,CHUNG HA,2021-02-15,7wDVvxMUdW5MtJUqFtuXUz,0.625,0.903,4,-2.519,1,0.0594,0,0.235,0.825,145.97,179156,4,This Is CHUNG HA
240,X,Querencia,CHUNG HA,43,CHUNG HA,2021-02-15,4IQaBvlHjZrpZrIKWXuBxh,0.413,0.868,5,-3.427,1,0.0482,0,0.498,0.396,137.936,255496,4,This Is CHUNG HA
241,Stay Tonight,Querencia,CHUNG HA,56,CHUNG HA,2021-02-15,7Cn6R7YB4EjQkfci9DdceG,0.625,0.831,2,-2.168,0,0.0554,0.000612,0.0805,0.513,121.029,217239,4,This Is CHUNG HA
242,Masquerade,Querencia,CHUNG HA,42,CHUNG HA,2021-02-15,0AABiBAIYQCMpLI0ODbDDL,0.645,0.844,6,-1.612,0,0.0383,0.000238,0.0767,0.731,143.957,197011,4,This Is CHUNG HA
243,Flying on Faith,Querencia,CHUNG HA,45,CHUNG HA,2021-02-15,34v3Sm3KEc7DtGPP50jyrl,0.692,0.818,1,-2.368,0,0.0344,9.78e-05,0.0999,0.675,150.04,186701,4,This Is CHUNG HA
244,Luce Sicut Stellae,Querencia,CHUNG HA,34,CHUNG HA,2021-02-15,6j2Tpn3qQS2BLPNwytsefO,0.677,0.885,2,-2.121,1,0.0517,6.05e-05,0.127,0.565,95.985,191805,4,This Is CHUNG HA
245,My Lips Like Warm Coffee,My Lips Like Warm Coffee,CHUNG HA,44,Colde,2021-06-08,3BWTaW69km35u55PN4O1UH,0.692,0.71,4,-5.692,1,0.0795,4.38e-05,0.117,0.245,88.052,214120,4,This Is CHUNG HA
246,Demente - Spanish Version,Demente (Spanish Version),CHUNG HA,45,Guaynaa,2021-03-17,4pBsmktr55rBxprHFXIFy8,0.802,0.852,7,-1.851,1,0.0604,0.000437,0.0539,0.685,100.029,163799,4,This Is CHUNG HA
247,PLAY (feat. Changmo),Querencia,CHUNG HA,56,CHANGMO,2021-02-15,6UM5HKVVm1cjOQhUJB4Ft3,0.636,0.941,3,-0.792,0,0.101,2.68e-05,0.152,0.888,103.926,199524,4,This Is CHUNG HA
248,Bother Me,Querencia,CHUNG HA,46,CHUNG HA,2021-02-15,3t4ozuyQ2OidVwuG08FHBn,0.658,0.863,7,-3.539,0,0.0558,0.0123,0.303,0.497,114.934,202731,4,This Is CHUNG HA
249,Chill,Querencia,CHUNG HA,35,CHUNG HA,2021-02-15,4yWgTBYmJGnQKn63S9GUbf,0.514,0.893,6,-1.488,1,0.0646,6.75e-05,0.253,0.746,179.969,206348,4,This Is CHUNG HA
250,Demente (feat. Guaynaa),Querencia,CHUNG HA,45,Guaynaa,2021-02-15,0NhHFXC06r5kK1rTUuOjxM,0.802,0.851,7,-1.756,1,0.0563,0.000335,0.0618,0.697,100.019,163799,4,This Is CHUNG HA
251,Lemon (feat. Colde),Querencia,CHUNG HA,35,Colde,2021-02-15,0YxrpGXvAX6RsvdwRky6qN,0.736,0.927,0,-3.074,1,0.203,0,0.261,0.786,97.046,202446,4,This Is CHUNG HA
252,BYULHARANG (160504 + 170607),Querencia,CHUNG HA,31,CHUNG HA,2021-02-15,0Ric2EfmVW0Xlz35v5ucMx,0.446,0.645,5,-4.166,1,0.0414,0,0.118,0.525,173.92,223102,4,This Is CHUNG HA
253,All Night Long,Querencia,CHUNG HA,31,CHUNG HA,2021-02-15,4CGmwiG8f9QqMYz33fxSzs,0.621,0.875,3,-1.955,1,0.0764,0,0.388,0.656,140.101,225264,4,This Is CHUNG HA
254,Everybody Has,Querencia,CHUNG HA,37,CHUNG HA,2021-02-15,2UcC7n5jG6QMtOE0Zxznpm,0.481,0.791,11,-4.982,0,0.0841,1.25e-05,0.33,0.589,73.913,222454,4,This Is CHUNG HA
255,Come N Goes,Querencia,CHUNG HA,31,CHUNG HA,2021-02-15,5FANrx0S8OLZrHiG8OpvVB,0.578,0.925,6,-1.569,1,0.0355,0.0156,0.353,0.592,114.984,211880,4,This Is CHUNG HA
256,Querencia (Epilogue),Querencia,CHUNG HA,25,CHUNG HA,2021-02-15,6WKRso2bBkl1GR5ChIT8K1,0.594,0.333,2,-9.985,1,0.161,0.607,0.0805,0.135,144.97,94313,4,This Is CHUNG HA
257,Roller Coaster,Offset,CHUNG HA,59,CHUNG HA,2018-01-17,6DIW7GJbuGZdHolRcPWprP,0.633,0.907,6,-1.459,0,0.048,0,0.221,0.74,130.001,212136,4,This Is CHUNG HA
258,Dream of You (with R3HAB),Querencia,CHUNG HA,60,R3HAB,2021-02-15,1d8Arh7PushRWWJRs41rSa,0.659,0.738,5,-3.894,0,0.0659,2.26e-06,0.114,0.615,117.081,192735,4,This Is CHUNG HA
259,Snapping,Flourishing,CHUNG HA,60,CHUNG HA,2019-06-24,4IOxk5ep5ONrdlL0ZIy64v,0.746,0.726,8,-3.499,0,0.0394,3.43e-06,0.278,0.578,104.961,213164,4,This Is CHUNG HA
260,Gotta Go,Gotta Go,CHUNG HA,62,CHUNG HA,2019-01-02,1exnDFdC34GyBcaLt9ZJfX,0.531,0.83,3,-2.526,0,0.0446,0,0.0993,0.419,101.903,221813,4,This Is CHUNG HA
261,Bad Boy,Bad Boy,CHUNG HA,59,Christopher,2020-09-23,1WCOna34eEMPgjfOOZkGQc,0.822,0.574,5,-4.02,0,0.0461,0,0.245,0.743,116.987,182587,4,This Is CHUNG HA
262,그 끝에 그대,Hotel del Luna (Original Television Soundtrack) Pt.6,CHUNG HA,51,CHUNG HA,2019-08-03,7D8IxjdvFTYPcnCmNfzvNS,0.621,0.399,11,-5.803,1,0.0295,0,0.103,0.25,133.884,224284,4,This Is CHUNG HA
263,Wow Thing,Wow Thing,Various Artists,55,JEON SOYEON,2018-09-28,5MwfxCtqMFGYp9Nc1BkTrS,0.703,0.894,5,-3.52,0,0.281,0,0.363,0.737,104.043,171998,4,This Is CHUNG HA
264,Love U,Blooming Blue,CHUNG HA,47,CHUNG HA,2018-07-18,0Hk7Aoxk7qdfj7bO83iL69,0.774,0.92,8,-0.513,0,0.0694,0,0.101,0.685,120.039,190921,4,This Is CHUNG HA
265,Why Don’t You Know,Hands on Me,CHUNG HA,45,Nucksal,2017-06-07,3L6OalQDbdCS0Tg1kFccYn,0.703,0.923,9,-0.962,0,0.148,0,0.367,0.623,100.038,198420,4,This Is CHUNG HA
266,Chica,Flourishing,CHUNG HA,49,CHUNG HA,2019-06-24,7Bt5HMVKtBOC5OaE7s3tym,0.556,0.842,1,-3.019,0,0.158,0,0.31,0.66,95.037,192484,4,This Is CHUNG HA
267,You're In My Soul,Record of Youth (Original Television Soundtrack) Pt. 2,CHUNG HA,35,CHUNG HA,2020-09-15,2wQchESFUL4Scb30q4xCeL,0.676,0.847,2,-3.743,1,0.0541,0,0.111,0.411,115.977,208787,4,This Is CHUNG HA
268,Be Yourself,Be Yourself.newwav,CHUNG HA,29,CHUNG HA,2020-06-09,0LCd5cmqVkZy0koiWB4kb9,0.596,0.874,4,-1.86,0,0.0423,0,0.245,0.646,115.053,205187,4,This Is CHUNG HA
269,My Friend,My Friend,CHUNG HA,43,pH-1,2020-05-30,7KDBSl1GZqrf8wEuFpI3L0,0.854,0.618,6,-5.927,1,0.0576,0,0.12,0.836,131.981,149000,4,This Is CHUNG HA
270,Everybody Has,Querencia,CHUNG HA,37,CHUNG HA,2021-02-15,2UcC7n5jG6QMtOE0Zxznpm,0.481,0.791,11,-4.982,0,0.0841,1.25e-05,0.33,0.589,73.913,222454,4,This Is CHUNG HA
271,나의 그대,낭만닥터 김사부 2 (Original Television Soundtrack) Pt.8,CHUNG HA,37,CHUNG HA,2020-02-04,7EXTPBMNV9N2s3fUrqMC7i,0.502,0.301,11,-8.687,1,0.0324,0,0.107,0.376,119.719,220964,4,This Is CHUNG HA
272,Loveship,Loveship,Paul Kim,37,CHUNG HA,2020-01-21,6Hqk3UKf4uIrdbkJvwM7y3,0.384,0.384,10,-7.001,1,0.0312,0,0.0947,0.0759,129.12,259867,4,This Is CHUNG HA
273,These Nights,These Nights,88rising,41,CHUNG HA,2019-10-03,2n0oy8RGDpy6WGcLImTteI,0.656,0.673,6,-6.588,1,0.0477,0.0199,0.28,0.494,83.018,223007,4,This Is CHUNG HA
274,FAST,FAST,CHUNG HA,23,Mommy Son,2019-09-08,5qz2JLETV6S7nWakMB37ki,0.705,0.898,11,-2.745,0,0.085,1.42e-06,0.326,0.542,128.023,184200,4,This Is CHUNG HA
275,RUN,RUN,Grizzly,32,CHUNG HA,2019-08-22,5EI1PqfGKGTk746tL2rqft,0.678,0.74,9,-3.253,0,0.0524,0,0.508,0.365,99.982,176627,4,This Is CHUNG HA
276,Young In Love,Flourishing,CHUNG HA,30,CHUNG HA,2019-06-24,4dIObSazv75psS0AX9z6ro,0.734,0.768,2,-4.556,1,0.0515,0,0.156,0.728,97.986,198819,4,This Is CHUNG HA
277,Call It Love,Flourishing,CHUNG HA,29,CHUNG HA,2019-06-24,3HxurUySp2zUcExO1zi6Y9,0.472,0.589,5,-5.415,0,0.0341,0,0.14,0.355,131.195,241094,4,This Is CHUNG HA
278,Flourishing,Flourishing,CHUNG HA,38,CHUNG HA,2019-06-24,5kbYgt4pAhKsmoQJGCj33x,0.627,0.746,6,-4.424,0,0.0487,1.7e-06,0.0866,0.509,140.074,195497,4,This Is CHUNG HA
279,NA YEOSS EU MYEON,[Vol.14] You Hee yul's Sketchbook 10th Anniversary Project : 6th Voice 'Sketchbook X CHUNG HA',CHUNG HA,0,CHUNG HA,2019-04-20,5VnJMPXdPc9p5arVZRHj8O,0.423,0.759,1,-2.689,1,0.0311,0,0.309,0.322,137.727,259885,4,This Is CHUNG HA
280,A REUM DA UN I BYEOL,[Vol.13] You Hee yul's Sketchbook 10th Anniversary Project : 6th Voice 'Sketchbook X CHUNG HA',CHUNG HA,0,CHUNG HA,2019-04-13,5dcRsgrAojHRlS0BFpmbdj,0.654,0.648,0,-4.119,0,0.0299,0,0.122,0.449,115.011,205749,4,This Is CHUNG HA
281,Whatcha Doin',Whatcha Doin',YESUNG,37,CHUNG HA,2018-12-17,1kfEJ0w6qRZR9dIOWJGe0J,0.553,0.889,2,-3.387,1,0.241,0,0.0851,0.742,99.329,209808,4,This Is CHUNG HA
282,It’s You,"Where Stars Land, Pt. 1 (Original Television Soundtrack)",CHUNG HA,30,CHUNG HA,2018-10-08,4V0I40WRUwS3by62lZdsfM,0.584,0.709,7,-4.941,1,0.0363,0,0.208,0.26,107.919,202905,4,This Is CHUNG HA
283,BB,Blooming Blue,CHUNG HA,24,CHUNG HA,2018-07-18,6rKSqNmZad9VPfCQGHPojb,0.471,0.64,8,-6.662,0,0.065,0.831,0.0984,0.301,100.126,77500,4,This Is CHUNG HA
284,Cherry Kisses,Blooming Blue,CHUNG HA,29,CHUNG HA,2018-07-18,0y4QB8wG2x2cNhyjajh7X0,0.577,0.909,6,-0.551,1,0.0589,0,0.16,0.708,100.012,194429,4,This Is CHUNG HA
285,Drive,Blooming Blue,CHUNG HA,25,CHUNG HA,2018-07-18,75h5JEOLUJzYH5836V3BQE,0.779,0.84,7,-2.449,0,0.0817,0,0.189,0.821,109.999,196460,4,This Is CHUNG HA
286,From Now On,Blooming Blue,CHUNG HA,25,CHUNG HA,2018-07-18,3gNKQYq9kdTBWoqlGuDb6e,0.569,0.527,9,-7.24,1,0.0478,0,0.11,0.414,125.951,209002,3,This Is CHUNG HA
287,How about you,Luvpub OST Part.3,CHUNG HA,0,CHUNG HA,2018-04-18,31vk0g0BrHazdDVN3IP76u,0.46,0.425,8,-5.767,1,0.0325,0,0.0828,0.298,133.588,199019,5,This Is CHUNG HA
288,Offset,Offset,CHUNG HA,23,CHUNG HA,2018-01-17,1oAeGMfEUvJI2cdiG5vURo,0.777,0.404,4,-7.973,0,0.0496,0.0369,0.143,0.076,93.041,69613,4,This Is CHUNG HA
289,Do It,Offset,CHUNG HA,27,CHUNG HA,2018-01-17,5CBL6eFkYZEr5MshEN3MmL,0.672,0.724,5,-1.572,0,0.179,0,0.267,0.451,159.051,213749,4,This Is CHUNG HA
290,Bad Boy,Offset,CHUNG HA,24,CHUNG HA,2018-01-17,2lEmjaR8rQqsQqe6CLXtdz,0.738,0.898,7,-0.94,1,0.0902,0,0.32,0.506,107.018,187224,4,This Is CHUNG HA
291,Remind of You,Offset,CHUNG HA,26,CHUNG HA,2018-01-17,3XP4CrI6jHlo2ZJ9Jpn4EX,0.486,0.277,8,-8.521,1,0.0422,0,0.123,0.396,133.762,243441,4,This Is CHUNG HA
292,Hands on Me,Hands on Me,CHUNG HA,21,CHUNG HA,2017-06-07,067hR2ouOr91wKoMKh1K9E,0.822,0.614,6,-4.009,0,0.0475,0.000151,0.186,0.473,131.099,68251,4,This Is CHUNG HA
293,Make a Wish,Hands on Me,CHUNG HA,23,CHUNG HA,2017-06-07,7sN4v0ElVmdvdTkjT23y16,0.707,0.925,8,-1.09,1,0.132,0,0.159,0.668,92.012,185206,4,This Is CHUNG HA
294,Cosmic Dust,Hands on Me,CHUNG HA,22,CHUNG HA,2017-06-07,5QxRlfnjp8ELreyz36iS5g,0.45,0.404,11,-3.647,1,0.0341,2.61e-06,0.1,0.368,171.947,223934,4,This Is CHUNG HA
295,Week,Week,CHUNG HA,27,CHUNG HA,2017-04-21,4banEKlbDsBOIvBDTssAf1,0.592,0.483,4,-7.025,1,0.0446,6.83e-05,0.14,0.388,82.831,202547,4,This Is CHUNG HA
296,Week,Week,CHUNG HA,27,CHUNG HA,2017-04-21,4banEKlbDsBOIvBDTssAf1,0.592,0.483,4,-7.025,1,0.0446,6.83e-05,0.14,0.388,82.831,202547,4,This Is CHUNG HA
297,Pit-A-Pat,"Strong Woman Do Bong Soon, Pt. 4 (Original Television Soundtrack)",CHUNG HA,40,CHUNG HA,2017-03-17,2VI3BhUQPGgwFdkbnnZyEy,0.653,0.727,6,-3.546,1,0.0621,0,0.209,0.703,82.983,210430,4,This Is CHUNG HA
298,REMEDY,Boyhood,CHANGMO,38,CHUNG HA,2019-11-29,3BcVxAJ4Ok0zbQ6nsu1No4,0.741,0.534,7,-5.474,1,0.0338,0,0.056,0.496,136.037,201972,4,This Is CHUNG HA
299,LALALA,LA VIDA LOCA,Babylon,22,CHUNG HA,2017-08-31,1mW3V0DtbrEaUHgApt9Uql,0.769,0.895,9,-2.576,0,0.0754,3.09e-06,0.196,0.631,104.948,214782,4,This Is CHUNG HA
300,I Love You 3000,I Love You 3000,Stephanie Poetri,68,Stephanie Poetri,2019-06-03,3znQ9i61vfe2E7URHlOiyc,0.648,0.382,6,-7.85,1,0.0396,0,0.393,0.408,90.099,209734,4,This Is Stephanie Poetri
301,I Love You 3000 II,Head In The Clouds II,88rising,63,Jackson Wang,2019-10-11,3witRpHWHqArlnt6GTlH2Y,0.435,0.338,6,-9.109,1,0.066,0,0.412,0.354,179.727,209643,4,This Is Stephanie Poetri
302,Bad Haircut (feat. JVKE),oh to be in love,Stephanie Poetri,53,JVKE,2022-03-18,0b8HcbULuUTZI07s1q7o4K,0.629,0.43,10,-10.55,1,0.0324,1.57e-05,0.117,0.451,76.983,222167,4,This Is Stephanie Poetri
303,Breakfast in Bed,Breakfast in Bed,Stephanie Poetri,49,gnash,2022-10-28,3c5sWNPKG69X0JcGUgbBOj,0.768,0.501,2,-10.819,1,0.0884,3.55e-05,0.17,0.828,120.129,163642,4,This Is Stephanie Poetri
304,Do You Love Me,Do You Love Me,Stephanie Poetri,48,Stephanie Poetri,2020-02-14,1rbjic9uKr1p6nxnjLDHN6,0.691,0.572,0,-7.745,1,0.0652,6.34e-06,0.168,0.697,102.018,144383,4,This Is Stephanie Poetri
305,Picture Myself,Picture Myself,Stephanie Poetri,41,Stephanie Poetri,2022-01-13,3QWIMcT8jEbBaGAXZDRmel,0.674,0.343,10,-7.059,0,0.0286,1.15e-05,0.124,0.292,146.019,211337,4,This Is Stephanie Poetri
306,Bimbang,Bimbang,Goodbye Felicia,43,Stephanie Poetri,2015-12-15,50nrTiLGWnmJTnV2kl8kwB,0.455,0.619,4,-8.411,1,0.0306,0.439,0.101,0.47,86.396,203534,4,This Is Stephanie Poetri
307,Selfish,Selfish,Stephanie Poetri,40,Stephanie Poetri,2020-12-01,4U8z0N3ELIhn9gys3u4ahp,0.622,0.529,7,-7.67,1,0.0849,9.89e-05,0.165,0.683,82.324,146728,4,This Is Stephanie Poetri
308,Honeymoon,oh to be in love,Stephanie Poetri,34,Stephanie Poetri,2022-03-18,2zU8TdrMkIftweedAK7AG5,0.694,0.575,7,-8.308,1,0.0341,0.000407,0.123,0.31,116.958,189791,4,This Is Stephanie Poetri
309,Touch,Do You Love Me,Stephanie Poetri,34,Stephanie Poetri,2020-02-14,3tDY9KeyLoXKd956CwzPTN,0.839,0.342,0,-11.277,1,0.236,0,0.101,0.715,92.455,174006,4,This Is Stephanie Poetri
310,Straight To You,Straight To You,Stephanie Poetri,34,Stephanie Poetri,2020-04-24,58bpEULoDFAMC9CBuRKYaA,0.66,0.642,11,-6.641,0,0.0474,3.22e-06,0.0747,0.401,90.014,165142,4,This Is Stephanie Poetri
311,3PM,AM:PM,Stephanie Poetri,32,Stephanie Poetri,2021-03-12,1o5TMGhTM1EXtvnFghWLUs,0.698,0.44,9,-5.878,0,0.037,2.42e-06,0.134,0.586,80.067,196256,4,This Is Stephanie Poetri
312,Please Don't Die Before I Do,oh to be in love,Stephanie Poetri,28,Stephanie Poetri,2022-03-18,6lnu1x2ePMcCwH8KhAORud,0.42,0.216,2,-10.425,1,0.0374,3.15e-05,0.0798,0.437,81.613,128468,4,This Is Stephanie Poetri
313,IRL,IRL,Stephanie Poetri,29,Stephanie Poetri,2021-02-11,2hTm4MljABGm013AzKCxN6,0.661,0.661,9,-6.678,1,0.0358,0,0.0896,0.548,93.043,198710,4,This Is Stephanie Poetri
314,Matamu - Acoustic,AM:PM (Acoustic),Stephanie Poetri,29,Stephanie Poetri,2021-09-28,1pKQ0oGgU8rzj4wZ300bnm,0.627,0.373,3,-5.956,1,0.0313,0,0.147,0.558,114.908,225440,3,This Is Stephanie Poetri
315,How We Used To,How We Used To,Stephanie Poetri,29,Stephanie Poetri,2021-01-14,2xzt45z07PZTskSOBNWlpp,0.721,0.49,0,-7.922,1,0.0414,0.0012,0.108,0.502,75.005,169656,4,This Is Stephanie Poetri
316,Little Lifetimes,oh to be in love,Stephanie Poetri,28,Stephanie Poetri,2022-03-18,2NnllAqabv312ZRGE2lL5d,0.352,0.35,5,-6.439,0,0.0377,0,0.113,0.376,91.525,158769,3,This Is Stephanie Poetri
317,Appreciate - English Version,Appreciate (English Version),Stephanie Poetri,30,Stephanie Poetri,2019-04-19,7fvr9JMI9DCuty3882lZ9t,0.664,0.831,0,-4.39,1,0.0765,4.16e-06,0.123,0.388,119.991,235627,4,This Is Stephanie Poetri
318,Paranoia,AM:PM,Stephanie Poetri,24,Stephanie Poetri,2021-03-12,2HwoBZlDBobCAyRtV9KyUh,0.614,0.42,6,-6.953,0,0.053,5.43e-05,0.212,0.336,150.054,176081,4,This Is Stephanie Poetri
319,Daydreaming,AM:PM,Stephanie Poetri,23,Stephanie Poetri,2021-03-12,67qaGgva6F3rMU4KWHQpv1,0.758,0.584,10,-6.247,1,0.0872,0,0.18,0.631,109.949,170182,4,This Is Stephanie Poetri
320,Tequila Sunrise (feat. AUGUST 08 & GoldLink),Head In The Clouds II,88rising,52,AUGUST 08,2019-10-11,121bJml1xjrfnZuk2yPsLG,0.8,0.545,0,-6.74,1,0.0765,5.07e-05,0.0929,0.458,99.981,243332,4,This Is Higher Brothers
321,R&B All Night,Mr. Enjoy Da Money,KnowKnow,48,Higher Brothers,2019-12-12,6MrVXeEMf0MULWdclDk4sI,0.761,0.545,11,-8.188,0,0.144,4.53e-05,0.0456,0.799,78.034,233846,4,This Is Higher Brothers
322,"Midsummer Madness 20 (feat. Joji, Rich Brian, Higher Brothers & AUGUST 08)","Midsummer Madness 20 (feat. Joji, Rich Brian, Higher Brothers & AUGUST 08)",88rising,50,Higher Brothers,2020-08-14,5qaDbDqAwvJZgn1I15Wk3L,0.726,0.789,9,-5.499,1,0.0468,1.3e-06,0.0907,0.56,94.987,246947,4,This Is Higher Brothers
323,Lover Boy 88,Head In The Clouds,88rising,49,Higher Brothers,2018-07-20,2vRDFgdJiILUdDOLL8hLH3,0.734,0.699,11,-6.689,1,0.0614,0.0,0.261,0.5,109.979,233033,4,This Is Higher Brothers
324,Crush On You (feat. step.jad),Prince Charming,Masiwei,46,step.jad,2020-02-28,7Et5YO6MFDDC5XEcwr0nmF,0.832,0.662,1,-5.052,1,0.0736,0.0,0.107,0.687,96.029,229064,4,This Is Higher Brothers
325,Mr. Bentley,Mr. Enjoy Da Money,KnowKnow,45,Higher Brothers,2019-12-12,603FrR2LgWS3X4osiN12XO,0.891,0.746,2,-6.333,1,0.0927,0.00112,0.0946,0.493,97.996,159184,4,This Is Higher Brothers
326,Lucy Liu (feat. Bohan Phoenix),PSYLIFE.25,Psy.P,41,Bohan Phoenix,2020-05-27,76pirDCpDMEd4B3RTg5egQ,0.829,0.643,1,-5.19,1,0.045,0.0,0.257,0.0402,100.043,206400,4,This Is Higher Brothers
327,2 The Face,Head In The Clouds II,88rising,42,Higher Brothers,2019-10-11,01ibNvCrbTdwOcqIcroORv,0.649,0.684,10,-7.601,0,0.0814,1.18e-05,0.141,0.342,171.994,151532,4,This Is Higher Brothers
328,Amsterdam (feat. KnowKnow),Prince Charming,Masiwei,38,KnowKnow,2020-02-28,0dcu0aHSFqG0AZqXBOoS3A,0.803,0.672,10,-4.175,1,0.0472,0.0,0.107,0.673,136.043,187059,4,This Is Higher Brothers
329,Face Power (feat. Jackson Wang),Mr. Enjoy Da Money,KnowKnow,38,Jackson Wang,2019-12-12,1Q9TJqc5c3MJxU6UG57h9C,0.793,0.737,1,-5.872,1,0.237,0.0,0.0945,0.172,88.493,178983,4,This Is Higher Brothers
330,Storm,Type-3 - EP,Higher Brothers,37,Harikiri,2018-02-27,4Hv0A2YHe0AcDCpavLrB3L,0.759,0.627,7,-8.938,1,0.0461,0.0,0.406,0.317,140.009,158786,4,This Is Higher Brothers
331,No More (feat. NIKI),Five Stars,Higher Brothers,38,NIKI,2019-02-22,7lxcmd6V6iFDgtw9urFsGB,0.75,0.651,10,-6.684,0,0.11,2.15e-06,0.0776,0.61,142.118,229859,4,This Is Higher Brothers
332,Prince Charming,Prince Charming,Masiwei,38,Higher Brothers,2020-02-28,7Hp29LdH3DaCi9dr6nV2SY,0.889,0.84,10,-4.67,0,0.0528,0.000487,0.128,0.922,144.533,208235,4,This Is Higher Brothers
333,I Love You 3000 III,Mr. Enjoy Da Money,KnowKnow,36,Higher Brothers,2019-12-12,6ePZQOeHLZoNCeiM9VMnmx,0.467,0.482,8,-7.766,0,0.103,0.0,0.333,0.351,180.205,210667,4,This Is Higher Brothers
334,Made In China,Made In China,Higher Brothers,43,DJ Snake,2018-04-13,1qowUCis8gYY9KOMuy8fCi,0.79,0.779,1,-2.642,1,0.0416,0.000155,0.159,0.228,150.115,171733,4,This Is Higher Brothers
335,Flexing So Hard,Five Stars,Higher Brothers,37,Higher Brothers,2019-02-22,4ZnZehVC0izVoLNQHbPakt,0.698,0.741,1,-4.962,1,0.0841,0.0,0.326,0.426,156.096,175385,4,This Is Higher Brothers
336,Empire,Empire,Higher Brothers,36,Higher Brothers,2020-11-09,32NMr70l1K1qTKoA30eaVJ,0.797,0.767,1,-5.625,1,0.316,0.0,0.0713,0.537,133.864,207761,4,This Is Higher Brothers
337,Love Song 4 Me,Mr. Enjoy Da Money,KnowKnow,32,Higher Brothers,2019-12-12,5QoZRygiNozzOGDb03SiOF,0.808,0.645,7,-5.211,1,0.239,0.0172,0.103,0.644,160.093,168000,4,This Is Higher Brothers
338,暴风雨,Type-3,Higher Brothers,28,Harikiri,2018-02-27,66pKYRKWQ1ZrQFtmIXziaq,0.759,0.627,7,-8.938,1,0.0461,0.0,0.406,0.317,140.009,158786,4,This Is Higher Brothers
339,One Punch Man (feat. Ski Mask The Slump God & Denzel Curry),Five Stars,Higher Brothers,40,Ski Mask The Slump God,2019-02-22,5XHcYoIcFY7GgV6OHUB00Q,0.906,0.726,1,-4.965,1,0.255,0.0,0.127,0.354,132.004,200652,4,This Is Higher Brothers
340,Flo Rida,Flo Rida,Higher Brothers,39,Ski Mask The Slump God,2017-11-16,0R01L2PrvabbllwxJYZyfd,0.9,0.649,5,-3.79,1,0.269,0.0,0.0825,0.442,129.985,208048,4,This Is Higher Brothers
341,Nomadic (feat. Joji),Nomadic (feat. Joji),Higher Brothers,38,Joji,2017-07-13,4fq9ldVbZ57iYFGrKpDLj0,0.84,0.536,4,-7.652,0,0.158,0.000248,0.73,0.56,75.013,244800,4,This Is Higher Brothers
342,"Midsummer Madness (feat. Joji, Rich Brian, Higher Brothers & AUGUST 08) - KRANE Remix","Midsummer Madness (feat. Joji, Rich Brian, Higher Brothers & AUGUST 08) [KRANE Remix]",88rising,33,Joji,2018-09-25,3CPVEod8rIrAxE9EfqDS5P,0.637,0.644,6,-6.543,0,0.0407,0.0,0.0772,0.207,107.865,238889,4,This Is Higher Brothers
343,Red Rubies,Head In The Clouds,88rising,37,Yung Pinch,2018-07-20,3oFB1Je60Up6LMDDWCi5mJ,0.856,0.382,0,-7.71,0,0.116,0.0,0.106,0.288,135.07,243657,4,This Is Higher Brothers
344,WeChat,Black Cab,Higher Brothers,37,Keith Ape,2017-05-31,49iftzwMkjN6d8YI7fsB7t,0.754,0.675,8,-4.58,1,0.207,0.0,0.0346,0.526,145.815,256804,4,This Is Higher Brothers
345,Gong Xi Fa Cai,Five Stars,Higher Brothers,34,Higher Brothers,2019-02-22,6us2O1p9uBXVqRLi6vDT9T,0.862,0.618,2,-4.209,1,0.312,0.0,0.108,0.234,160.001,173684,4,This Is Higher Brothers
346,Private Party (feat. KnowKnow),Prince Charming,Masiwei,28,KnowKnow,2020-02-28,0X5ZfUToy3JlWmdwmnP1x4,0.823,0.889,0,-4.672,0,0.151,1.51e-05,0.0886,0.35,117.073,182026,4,This Is Higher Brothers
347,Let It Go,Head In The Clouds,88rising,37,BlocBoy JB,2018-07-20,1uGooqNfg2PDfVZ0POkzuU,0.862,0.814,1,-4.836,1,0.142,0.0,0.163,0.814,110.035,169638,4,This Is Higher Brothers
348,Role Playing Game,Mr. Enjoy Da Money,KnowKnow,29,Higher Brothers,2019-12-12,6An8mXh5HiaWc7qcn10bDs,0.779,0.803,8,-4.232,1,0.341,0.0,0.0994,0.454,168.616,196441,4,This Is Higher Brothers
349,Friends & Foes (feat. Snoop Dogg),Friends & Foes (feat. Snoop Dogg),Higher Brothers,32,Snoop Dogg,2019-08-05,2C8me0xQykoMa6krseI8Wd,0.925,0.619,1,-3.752,1,0.186,0.0,0.104,0.0854,95.001,186947,4,This Is Higher Brothers
